Repository,PR #,Title,State,Created At,Merged At,Closed At,Additions,Deletions,Net Lines,URL
dataverse-marketplace-dbt,10433,chore: change owner and domain (competitive intelligence) (VDP-860),MERGED,2025-08-11,2025-08-11,2025-08-11,2,3,-1,https://github.com/vinted/dataverse-marketplace-dbt/pull/10433
dataverse-marketplace-dbt,10432,chore: change owner and domain (help experience) VDP-860,MERGED,2025-08-11,2025-08-13,2025-08-13,3,0,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/10432
dataverse-marketplace-dbt,10431,chore: change owner for transactional experience (VDP-860),MERGED,2025-08-11,2025-08-13,2025-08-13,9,0,9,https://github.com/vinted/dataverse-marketplace-dbt/pull/10431
dataverse-marketplace-dbt,10430,chore: change owner for trust/protect & support (VDP-860),MERGED,2025-08-11,2025-09-04,2025-09-04,251,36,215,https://github.com/vinted/dataverse-marketplace-dbt/pull/10430
dataverse-marketplace-dbt,10429,chore: change domains and owners for marketing_* models VDP-860,OPEN,2025-08-11,,,15,0,15,https://github.com/vinted/dataverse-marketplace-dbt/pull/10429
dataverse-marketplace-dbt,10428,chore: change domain and owner for member lifecycle (VDP-860),MERGED,2025-08-11,2025-08-13,2025-08-13,3,0,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/10428
dataverse-marketplace-dbt,10427,chore: set domain and owner for payments_* (VDP-860),MERGED,2025-08-11,2025-08-20,2025-08-20,9,0,9,https://github.com/vinted/dataverse-marketplace-dbt/pull/10427
dataverse-marketplace-dbt,10425,chore: change domain and owner for programs (VDP-860),MERGED,2025-08-11,2025-08-14,2025-08-14,3,0,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/10425
dataverse-marketplace-dbt,10424,chore: change domain and owner for seller (VDP-860),MERGED,2025-08-11,2025-08-11,2025-08-11,3,0,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/10424
dataverse-vintedgo-dbt,5073,chore: change domain and owner for vgo recommender (VDP-860),MERGED,2025-08-11,2025-08-11,2025-08-11,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5073
dataverse-vintedgo-dbt,5072,chore: change owner and domain for VGo General (VDP-860),MERGED,2025-08-11,2025-08-11,2025-08-11,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5072
dataverse-vintedgo-dbt,5071,chore: change owner for HVF Fulfillment (VDP-860),MERGED,2025-08-11,2025-08-19,2025-08-19,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5071
dataverse-vintedgo-dbt,5070,chore: change owner for VGo Overflow Detector (VDP-860),MERGED,2025-08-11,2025-08-18,2025-08-18,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5070
dataverse-vintedgo-dbt,5069,chore: change owner for VGo Recommerce (VDP-860),MERGED,2025-08-11,2025-08-19,2025-08-19,3,0,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5069
dataverse-vintedgo-dbt,5067,chore: change owner for VGo Finance VDP-860,MERGED,2025-08-11,2025-08-11,2025-08-11,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5067
dataverse-vintedgo-dbt,5066,chore: change domains for D2C,MERGED,2025-08-11,2025-08-11,2025-08-11,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5066
dataverse-vintedgo-dbt,5065,chore: change owners for VGo Carrier,MERGED,2025-08-11,2025-08-26,2025-08-26,19,28,-9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5065
dataverse-marketplace-dbt,10405,chore: noqa + address problems with documentation,MERGED,2025-08-08,2025-08-08,2025-08-08,17,8,9,https://github.com/vinted/dataverse-marketplace-dbt/pull/10405
dataverse-marketplace-dbt,10398,feat: integrate shipping fee discount refund into downstream models,MERGED,2025-08-08,2025-08-08,2025-08-08,56,4,52,https://github.com/vinted/dataverse-marketplace-dbt/pull/10398
dataverse-vintedgo-dbt,5045,"fix: on schema change, append new columns (mart_shipment_legs_invoice_cost_and_revenue)",MERGED,2025-08-08,2025-08-08,2025-08-08,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5045
dataverse-vintedgo-dbt,5036,feat: integrate business type classification into mart_vcarrier_3rd_party_customer_billing_table,MERGED,2025-08-07,2025-08-08,2025-08-08,91,9,82,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5036
dataverse-vintedgo-finance,149,chore: additional changes to work allocation,MERGED,2025-08-07,2025-08-07,2025-08-07,2,2,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/149
dataverse-vintedgo-finance,148,"chore: change owners for FOXPOST, USPS, INPOST",MERGED,2025-08-07,2025-08-07,2025-08-07,6,6,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/148
dataverse-vintedgo-dbt,5026,feat: insert another override condition for reporting route mapping (VINTED GO IBERIA),MERGED,2025-08-06,2025-08-06,2025-08-06,23,2,21,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5026
dataverse-vintedgo-finance,147,fix: typo in function (remove 's' in validate_service_type),MERGED,2025-08-06,2025-08-06,2025-08-06,2,2,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/147
dataverse-vintedgo-dbt,5022,feat: introduce new tasks for downloading royal mail (pudo2pudo),MERGED,2025-08-06,2025-08-06,2025-08-06,72,12,60,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5022
dataverse-vintedgo-finance,146,feat: include ooh service types for royal mail,MERGED,2025-08-06,2025-08-06,2025-08-06,42,8,34,https://github.com/vinted/dataverse-vintedgo-finance/pull/146
dataverse-vintedgo-dbt,5006,chore: raise threshold for nulls in relabelling_invoice_carrier_code,MERGED,2025-08-06,2025-08-06,2025-08-06,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/5006
dataverse-vintedgo-dbt,4995,chore: add SAMEDAY-RO;DEPO mapping,MERGED,2025-08-05,2025-08-05,2025-08-05,128,122,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4995
dataverse-vintedgo-dbt,4993,chore: add new patterns for inbound_label (for DEPO),MERGED,2025-08-05,2025-08-05,2025-08-05,4,2,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4993
dataverse-vintedgo-dbt,4983,feat: add GLS-DK to carrier codes mapping,MERGED,2025-08-02,2025-08-04,2025-08-04,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4983
dataverse-vintedgo-dbt,4973,hotfix: because there are some shipments with missing tracking inform…,MERGED,2025-08-01,2025-08-01,2025-08-01,12,3,9,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4973
dataverse-vintedgo-dbt,4941,feat: expose dim_carrier_mapping,MERGED,2025-07-30,2025-07-30,2025-07-30,23,1,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4941
dataverse-vintedgo-finance,145,fix: change file name for compensation,MERGED,2025-07-30,2025-07-30,2025-07-30,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/145
dataverse-marketplace-dbt,10174,chore: update sources for HEX for carrier mapping,MERGED,2025-07-29,2025-07-30,2025-07-30,23,24,-1,https://github.com/vinted/dataverse-marketplace-dbt/pull/10174
dataverse-vintedgo-dbt,4936,feat: expose carrier mapping dimension,MERGED,2025-07-29,2025-07-29,2025-07-29,174,1,173,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4936
dataverse-vintedgo-dbt,4923,feat: staging layer `pricing_costs`,MERGED,2025-07-28,2025-07-28,2025-07-28,187,0,187,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4923
dataverse-vintedgo-dbt,4919,feat: staging layer `pricing_comments`,MERGED,2025-07-28,2025-07-28,2025-07-28,131,0,131,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4919
dataverse-vintedgo-dbt,4916,feat: staging layer for `carrier_service_route_pricing`,MERGED,2025-07-28,2025-07-28,2025-07-28,182,0,182,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4916
dataverse-vintedgo-dbt,4911,feat: staging layer for `carrier_service_parcel_pricing`,MERGED,2025-07-25,2025-07-28,2025-07-28,162,0,162,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4911
dataverse-vintedgo-dbt,4908,refactor: use macro instead of explicit declaration of date formats,MERGED,2025-07-25,2025-07-25,2025-07-25,4,21,-17,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4908
dataverse-vintedgo-dbt,4903,fix: parse new timestamp from invocation variables,MERGED,2025-07-25,2025-07-25,2025-07-25,25,1,24,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4903
dataverse-vintedgo-dbt,4892,feat: more details in invoice cost description of USPS,MERGED,2025-07-24,2025-07-24,2025-07-24,9,1,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4892
dataverse-vintedgo-dbt,4882,chore: add domain + owner to some vgo carrier models,MERGED,2025-07-23,2025-07-24,2025-07-24,32,3,29,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4882
dataverse-vintedgo-dbt,4876,feat: identifying tracking codes with returns (YODEL-UK),MERGED,2025-07-23,2025-07-24,2025-07-24,322,5,317,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4876
dataverse-vintedgo-dbt,4875,feat: add collection date and 1st physical scan datetime for yodel,MERGED,2025-07-23,2025-07-23,2025-07-23,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4875
dataverse-vintedgo-dbt,4860,feat: add mart_vgo_finance_unmatched_price_list_test_failures to runs_at_6h_utc,MERGED,2025-07-22,2025-07-22,2025-07-22,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4860
dataverse-vintedgo-dbt,4859,"chore: clean-up, remove custom queries which are no longer needed",MERGED,2025-07-22,2025-07-22,2025-07-22,0,78,-78,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4859
dataverse-vintedgo-dbt,4858,fix fix fix,MERGED,2025-07-21,2025-07-21,2025-07-21,27,1,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4858
dataverse-vintedgo-dbt,4857,chore: spring cleaning of custom queries,MERGED,2025-07-21,2025-07-21,2025-07-21,0,2926,-2926,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4857
dataverse-vintedgo-dbt,4856,fix: naming error,MERGED,2025-07-21,2025-07-21,2025-07-21,26,0,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4856
dataverse-vintedgo-dbt,4851,chore: drop columns removed in  https://github.com/vinted/dataverse-vintedgo-dbt/pull/4773,MERGED,2025-07-21,2025-07-21,2025-07-21,26,0,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4851
dataverse-vintedgo-dbt,4849,refactor: use delete insert where incremental strategy is insert_overwrite,MERGED,2025-07-21,2025-07-21,2025-07-21,21,0,21,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4849
dataverse-vintedgo-dbt,4847,refactor: add incremental configurations to mart_shipment_legs_invoice_cost_and_revenue,MERGED,2025-07-21,2025-07-21,2025-07-21,63,2,61,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4847
dataverse-vintedgo-dbt,4841,chore: change syntax for balance statement test,MERGED,2025-07-18,2025-07-18,2025-07-18,4,4,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4841
dataverse-vintedgo-dbt,4838,chore: raise maximum bytes billed,MERGED,2025-07-18,2025-07-18,2025-07-18,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4838
dataverse-vintedgo-dbt,4836,chore: dummy commit to debug manifest,MERGED,2025-07-18,2025-07-18,2025-07-18,3,0,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4836
dataverse-vintedgo-dbt,4835,hotfix: move window function to subsequent model,MERGED,2025-07-18,2025-07-18,2025-07-18,69,363,-294,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4835
dataverse-vintedgo-finance,141,chore: change config for POSTE-ITALIANE,MERGED,2025-07-17,2025-07-17,2025-07-17,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/141
dataverse-vintedgo-dbt,4820,refactor: make invoice rows dependencies incremental,MERGED,2025-07-16,2025-07-17,2025-07-17,142,14,128,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4820
dataverse-vintedgo-dbt,4817,refactor: making invoice tracking code joins incremental,MERGED,2025-07-16,2025-07-17,2025-07-17,380,30,350,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4817
dataverse-vintedgo-dbt,4808,chore: updates to tests for d2c payments,MERGED,2025-07-16,2025-07-16,2025-07-16,10,6,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4808
dataverse-vintedgo-dbt,4807,chore: change waiting condition to wait until 06h UTC,MERGED,2025-07-16,2025-07-16,2025-07-16,6,6,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4807
dataverse-vintedgo-dbt,4805,feat: add domain overrides for openmetadata,MERGED,2025-07-15,2025-07-15,2025-07-15,6,2,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4805
dataverse-vintedgo-finance,139,"chore: use data interval start and end, more logging",MERGED,2025-07-15,2025-07-15,2025-07-15,40,27,13,https://github.com/vinted/dataverse-vintedgo-finance/pull/139
dataverse-vintedgo-looker,2358,chore: change timings of the report,MERGED,2025-07-15,2025-07-15,2025-07-15,6,6,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/2358
dataverse-vintedgo-dbt,4803,fix: adjust timing of checkout report loading,MERGED,2025-07-15,2025-07-15,2025-07-15,7,9,-2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4803
dataverse-vintedgo-looker,2356,feat: separate last modified dashboard into different schedules,MERGED,2025-07-15,2025-07-15,2025-07-15,219,15,204,https://github.com/vinted/dataverse-vintedgo-looker/pull/2356
dataverse-vintedgo-finance,138,chore: remove invoice_date filtering conditioning,MERGED,2025-07-15,2025-07-15,2025-07-15,1,2,-1,https://github.com/vinted/dataverse-vintedgo-finance/pull/138
dataverse-vintedgo-dbt,4795,feat: add execution tags for filtering,MERGED,2025-07-14,2025-07-14,2025-07-14,31,1,30,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4795
dataverse-vintedgo-dbt,4793,chore: change time for d2c payments to wait until 8h UTC,MERGED,2025-07-14,2025-07-14,2025-07-14,45,4,41,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4793
dataverse-vintedgo-dbt,4792,chore: retake snapshot for mapping,MERGED,2025-07-14,2025-07-14,2025-07-14,93,0,93,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4792
dataverse-vintedgo-dbt,4791,fix: typos in #4789,MERGED,2025-07-14,2025-07-14,2025-07-14,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4791
dataverse-vintedgo-dbt,4789,chore: amend base rate difference calculation to ignore currency differences,MERGED,2025-07-14,2025-07-14,2025-07-14,7,2,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4789
dataverse-marketplace-looker,4441,fix: remove invoice month from computation,MERGED,2025-07-11,2025-07-11,2025-07-11,16,19,-3,https://github.com/vinted/dataverse-marketplace-looker/pull/4441
dataverse-vintedgo-dbt,4785,chore: delay API extraction to see if the lag can be reduced,MERGED,2025-07-11,2025-07-11,2025-07-11,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4785
dataverse-vintedgo-dbt,4784,chore: remove comments from dim_prep_carrier_legs_estimated_costs_v0,MERGED,2025-07-10,2025-07-10,2025-07-10,0,133,-133,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4784
dataverse-vintedgo-looker,2348,feat: reporting exceptions from shipping invoices unmatched duplicated invoice rows,MERGED,2025-07-10,2025-07-10,2025-07-10,445,0,445,https://github.com/vinted/dataverse-vintedgo-looker/pull/2348
dataverse-vintedgo-dbt,4777,fix: include eur amount for estimated costs by invoice weight,MERGED,2025-07-09,2025-07-10,2025-07-10,2,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4777
dataverse-vintedgo-finance,136,fix: field referenced for open network UPS,MERGED,2025-07-09,2025-07-09,2025-07-09,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/136
dataverse-vintedgo-dbt,4776,"fix: add file_upload_date, query depends on it",MERGED,2025-07-09,2025-07-09,2025-07-09,4,0,4,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4776
dataverse-vintedgo-dbt,4773,refactor: replace price list sources (estimated costs on backend/invoice weight),MERGED,2025-07-09,2025-07-18,2025-07-18,360,2124,-1764,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4773
dataverse-vintedgo-dbt,4771,chore: add missing descriptions,MERGED,2025-07-09,2025-07-09,2025-07-09,70,1,69,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4771
dataverse-vintedgo-finance,134,feat: add-ups-open-network-vcarrier (config),MERGED,2025-07-09,2025-07-09,2025-07-09,27,0,27,https://github.com/vinted/dataverse-vintedgo-finance/pull/134
dataverse-vintedgo-dbt,4767,chore: remove additional columns in price list estimations,MERGED,2025-07-09,2025-07-09,2025-07-09,1,162,-161,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4767
dataverse-vintedgo-finance,133,fix: file path of FANCOURIER-RO,MERGED,2025-07-09,2025-07-09,2025-07-09,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/133
dataverse-vintedgo-finance,132,chore: remove is_extra_cost from unique rows check (USPS),MERGED,2025-07-09,2025-07-09,2025-07-09,0,2,-2,https://github.com/vinted/dataverse-vintedgo-finance/pull/132
dataverse-vintedgo-dbt,4764,chore: remove is_extra_cost from staging layers,MERGED,2025-07-08,2025-07-08,2025-07-08,11,584,-573,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4764
dataverse-vintedgo-dbt,4763,docs: remove from dim_prep joining keys,MERGED,2025-07-08,2025-07-08,2025-07-08,0,32,-32,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4763
dataverse-vintedgo-dbt,4762,feat: removal of is_extra_cost from downstream models,MERGED,2025-07-08,2025-07-08,2025-07-08,0,19,-19,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4762
dataverse-vintedgo-dbt,4757,feat: add reporting carriers to duplicate invoice rows,MERGED,2025-07-08,2025-07-08,2025-07-08,100,43,57,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4757
dataverse-marketplace-dbt,9671,fix: replace source of  vertical reporting columns,CLOSED,2025-07-08,,2025-07-08,48,20,28,https://github.com/vinted/dataverse-marketplace-dbt/pull/9671
dataverse-vintedgo-dbt,4749,chore: change references to `static`,MERGED,2025-07-07,2025-07-07,2025-07-07,20,87,-67,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4749
dataverse-vintedgo-dbt,4747,chore: copy tables from on_prem_backfill to the static dataset,MERGED,2025-07-07,2025-07-07,2025-07-07,49,0,49,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4747
dataverse-marketplace-dbt,9634,fix: add cs event name mapping new value,MERGED,2025-07-05,2025-07-06,2025-07-06,18,15,3,https://github.com/vinted/dataverse-marketplace-dbt/pull/9634
dataverse-vintedgo-dbt,4739,chore: change warning threshold,MERGED,2025-07-04,2025-07-04,2025-07-04,3,3,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4739
dataverse-vintedgo-dbt,4735,refactor: estimations on invoice weight,MERGED,2025-07-03,2025-07-04,2025-07-04,594,0,594,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4735
dataverse-marketplace-looker,4334,feat: add service type name to dashboard,MERGED,2025-07-03,2025-07-03,2025-07-03,59,24,35,https://github.com/vinted/dataverse-marketplace-looker/pull/4334
dataverse-marketplace-dbt,9581,chore: amend join logic for address2address carriers,MERGED,2025-07-03,2025-07-03,2025-07-03,211,2,209,https://github.com/vinted/dataverse-marketplace-dbt/pull/9581
dataverse-marketplace-dbt,9574,feat: introduce service type name as dimension to be filtered by,MERGED,2025-07-02,2025-07-03,2025-07-03,34,4,30,https://github.com/vinted/dataverse-marketplace-dbt/pull/9574
dataverse-marketplace-looker,4322,feat: add graphs for absolute amounts,MERGED,2025-07-02,2025-07-03,2025-07-03,364,35,329,https://github.com/vinted/dataverse-marketplace-looker/pull/4322
dataverse-vintedgo-looker,2318,feat: add weight columns to the dashboard,MERGED,2025-07-02,2025-07-03,2025-07-03,237,29,208,https://github.com/vinted/dataverse-vintedgo-looker/pull/2318
dataverse-marketplace-dbt,9562,chore: remove where condition,MERGED,2025-07-02,2025-07-02,2025-07-02,0,4,-4,https://github.com/vinted/dataverse-marketplace-dbt/pull/9562
dataverse-vintedgo-dbt,4724,chore: change to a single default domain,MERGED,2025-07-02,2025-07-02,2025-07-02,3,9,-6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4724
dataverse-marketplace-dbt,9550,refactor: add columns to propogate,MERGED,2025-07-02,2025-07-02,2025-07-02,97,97,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/9550
dataverse-vintedgo-dbt,4721,chore: new patterns for inbound label for relabelling invoices,MERGED,2025-07-02,2025-07-02,2025-07-02,4,4,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4721
dataverse-marketplace-dbt,9536,fix: error in reporting types,MERGED,2025-07-01,2025-07-02,2025-07-02,16,4,12,https://github.com/vinted/dataverse-marketplace-dbt/pull/9536
dataverse-vintedgo-looker,2313,chore: add carrier price list currency to dashboard,MERGED,2025-07-01,2025-07-02,2025-07-02,8,6,2,https://github.com/vinted/dataverse-vintedgo-looker/pull/2313
dataverse-vintedgo-dbt,4719,chore: change package sizes to use `package_size` from `agg_daily_pricing_monitoring`,MERGED,2025-07-01,2025-07-02,2025-07-02,9,9,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4719
dataverse-vintedgo-dbt,4713,chore: new country codes in existing shipping routes,MERGED,2025-06-30,2025-06-30,2025-06-30,6,0,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4713
dataverse-vintedgo-dbt,4711,refactor: making price-list join logic incremental (estimated costs),MERGED,2025-06-30,2025-07-02,2025-07-02,1091,0,1091,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4711
dataverse-vintedgo-dbt,4709,chore: change owner and domains for catalog configuration,MERGED,2025-06-30,2025-06-30,2025-06-30,37,2,35,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4709
dataverse-vintedgo-dbt,4707,chore: raise threshold for warning for transaction_id,MERGED,2025-06-30,2025-06-30,2025-06-30,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4707
dataverse-vintedgo-dbt,4690,chore: update timestamp formats in vgo project,MERGED,2025-06-20,2025-06-30,2025-06-30,70,70,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4690
dataverse-vintedgo-dbt,4686,feat: add route source for debugging nulls in routes,MERGED,2025-06-19,2025-06-19,2025-06-19,22,2,20,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4686
dataverse-vintedgo-dbt,4682,chore: expose dim_reporting_route_mapping_by_month to looker,MERGED,2025-06-19,2025-06-19,2025-06-19,23,1,22,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4682
dataverse-vintedgo-dbt,4679,chore: manual override of mapping values for UPS-UK,MERGED,2025-06-19,2025-06-19,2025-06-19,8,0,8,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4679
dataverse-vintedgo-dbt,4678,chore: new snapshot,MERGED,2025-06-19,2025-06-19,2025-06-19,93,0,93,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4678
dataverse-vintedgo-dbt,4675,chore: raise warning threshold for null transaction_ids (for dim_prep_shipment_legs_information),MERGED,2025-06-19,2025-06-19,2025-06-19,1,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4675
dataverse-marketplace-dbt,9379,feat: add breakdown of shipping + service fee,MERGED,2025-06-18,2025-06-20,2025-06-20,947,5,942,https://github.com/vinted/dataverse-marketplace-dbt/pull/9379
dataverse-vintedgo-dbt,4660,chore: remove unique warnings on cdc source tables (dhl de integration),MERGED,2025-06-18,2025-06-18,2025-06-18,21,20,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4660
dataverse-vintedgo-dbt,4658,fix: custom queries to take snapshot of existing routes,MERGED,2025-06-18,2025-06-18,2025-06-18,2,2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4658
dataverse-vintedgo-dbt,4657,fix: custom query,MERGED,2025-06-17,2025-06-17,2025-06-17,93,0,93,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4657
dataverse-vintedgo-dbt,4655,chore: take new snapshot of carrier mapping,MERGED,2025-06-17,2025-06-17,2025-06-17,93,0,93,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4655
dataverse-vintedgo-dbt,4651,chore: drop cdc tables in dv-vgo-fin-prod,MERGED,2025-06-17,2025-06-17,2025-06-17,36,0,36,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4651
dataverse-vintedgo-dbt,4650,chore: drop cdc tables in dv-vgo-d2c-prod,MERGED,2025-06-17,2025-06-17,2025-06-17,85,0,85,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4650
dataverse-vintedgo-dbt,4648,refactor: optimisation of dependencies on invoice row price validation,MERGED,2025-06-17,2025-06-17,2025-06-17,1144,1067,77,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4648
dataverse-vintedgo-finance,128,chore: change hermes de invoice_date check,MERGED,2025-06-17,2025-06-17,2025-06-17,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/128
dataverse-marketplace-looker,4173,chore: profit & loss dashboards (shipping pricing),MERGED,2025-06-16,2025-06-20,2025-06-20,1486,0,1486,https://github.com/vinted/dataverse-marketplace-looker/pull/4173
dataverse-vintedgo-dbt,4589,feat: new patterns for inbound_labels in relabelling invoices,MERGED,2025-06-11,2025-06-11,2025-06-11,12,7,5,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4589
dataverse-vintedgo-finance,127,docs: more details to error message,MERGED,2025-06-11,2025-06-11,2025-06-11,1,1,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/127
dataverse-vintedgo-dbt,4585,chore: add new mapping for relais-colis,MERGED,2025-06-11,2025-06-11,2025-06-11,1,0,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4585
dataverse-marketplace-dbt,9208,chore: exclude service fee from P&L calculations,MERGED,2025-06-10,2025-06-11,2025-06-11,1,1,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/9208
dataverse-vintedgo-dbt,4584,feat: use dim_carrier_invoice_uploads for reporting route matching,MERGED,2025-06-10,2025-06-10,2025-06-10,25,70,-45,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4584
dataverse-vintedgo-dbt,4579,chore: adjust purchase_rate_excl_vat_eur_backend_weight for launch of VINTEDGO in ES/PT,MERGED,2025-06-10,2025-06-10,2025-06-10,30,4,26,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4579
warehouse-jobs,16453,chore: remove jobs (no details + details import),OPEN,2025-06-10,,,0,3380,-3380,https://github.com/vinted/warehouse-jobs/pull/16453
dataverse-vintedgo-dbt,4555,chore: organise marts into folders,MERGED,2025-06-05,2025-06-05,2025-06-05,4050,4040,10,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4555
dataverse-vintedgo-dbt,4552,chore: clean-up for looker,MERGED,2025-06-05,2025-06-05,2025-06-05,16,122,-106,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4552
dataverse-vintedgo-dbt,4551,fix: missing exclude tags from scheduer config (vgo-finance),MERGED,2025-06-05,2025-06-05,2025-06-05,7,4,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/4551
dataverse-vintedgo-finance,124,feat: add invoice_id as a requirement for stg_carrier_invoices__homerr_logic_v2,MERGED,2025-06-05,2025-06-05,2025-06-05,4,0,4,https://github.com/vinted/dataverse-vintedgo-finance/pull/124
